Brand;Standing screen display size;Processor Brand;Processor Speed;RAM Size;Hard Drive Size;Hard Disk Description;Graphics Chipset Brand;Operating System;Item Weight;Price
Lenovo;13.3;Intel;2.5;16;512;SSD;Intel;Windows10;1.3;6520.65
Lenovo;14;Intel;1.6;2;64;FlashStorage;Intel;Windows10;1.5;996.15
HP;15.6;Intel;2.5;6;1000;HDD;AMD;Windows10;2.19;3323.4
Asus;15.6;Intel;1.6;4;500;HDD;Intel;Windows10;2.2;1605.15
?Asus;13.3;?Intel;?2.8;?16;?512;SSD;?Intel;?Windows10Pro;1.11;4790.14
?Acer;15.6;?AMD;?2.6;?4;?128;SSD;?AMD;?Windows10S;1.8;1662.9
?Asus;14;?Intel;?1;?8;?512;SSD;?Nvidia;?DOS;2;3790
?Asus;14;?Intel;?3.6;?8;512;SSD;?Intel;Windows10;2.42;2821.99
?Asus;14;?Intel;?4.1;?4;?256;SSD;?Intel;?Windows10;2.19;1449
?Asus;14;?Intel;?4.1;4;?256;SSD;?Intel;?Windows10Home;2.26;2159
?Asus;15.6;?Intel;?3.4;?4;?256;SSD;?Intel;?Windows11;2.74;2159
?Asus;15;?Intel;?3;?4;?256;SSD;?Intel;?Windows11;2.65;1919.99
?Asus;11.6;?Intel;?2.8;?4;?64;SSD;?Intel;?Windows10S;1.05;1103.19
?Asus;15.6;?AMD;?2;?8;?512;SSD;?AMD;?Windows11;1.6;2589.16
?Asus;15.6;?Intel;?4.1;?4;?256;SSD;?Intel;?Windows10;2.56;1449
?Asus;15.6;?Intel;?3;?4;256;SSD;?Intel;?Windows10Home;2.68;1995.99
?Asus;15.6;?Intel;?3.6;?8;?512;SSD;?Intel;?Windows10Home;1.59;2643.74
?Asus;14;?AMD;?4.1;?8;?512;SSD;?AMD;?Windows10;2.35;3199.99
?Asus;13.3;?Intel;?2.8;?16;?512;SSD;?Intel;?Windows10Pro;1.11;4790.14
?Asus;14;?Intel;?1.1;?8;256;SSD;?Intel;?Windows10;1;1266.19
?Asus;14;?Intel;?3;?4;512;SSD;?Intel;?Windows1o;1.55;2164.04
?Asus;14;?Intel;?2;?4;?1000;HDD;?Intel;?Windows;2.24;1750
?Asus;14;?Intel;?3.1;?4;?128;SSD;?Intel;?Windows10S;1.5;1702.1
?Asus;15.6;?Intel;?1.3;?8;?1000;SSD;?Intel;?Windows10Home;1.91;3225.54
?Asus;15.6;?Intel;?1.2;?12;?256;SSD;?Intel;?Windows10S;1.68;2376.11
?Asus;14;?Intel;?3.6;?8;?512;SSD;?Intel;?Windows10;2.42;2821.99
?Asus;15.6;?Intel;?1.6;?4;?500;HDD;?Intel;?Windows;2;1899
?Asus;14;?Intel;??3.4;?8;?64;?Emmc;??Intel;?ChromeOS;1.5;1685.18
?Asus;11.6;?Intel;?2.4;?4;?32;?Emmc;?Intel;?ChromeOS;1.18;744.75
?Asus;15.6;?Intel;3.6;?12;?256;SSD;?Intel;?Windows10;1.68;2706.49
?Asus;15.6;?Intel;?1.8;?4;?1000;HDD;?Intel;?DOS;2.76;2050
?Asus;14;?Intel;?1;?8;?512;SSD;?Nvidia;?DOS;2;3790
?Asus;14;?AMD;?2.1;?8;?512;SSD;?AMD;?Windows10;2.38;3059.57
?Asus;15.6;?Intel;?1;?8;?256;SSD;?Intel;?Windows10;2.3;2616.92
?Asus;14;?Intel;?2.8;?4;?64;Emmc;?Intel;?Windows10Home;1.5;1520.71
?Asus;15;?Intel;?1.8;?6;?1000;SSD;?Intel;?Windows;6.83;9849
?Asus;14;?Intel;?2.8;?4;?128;Emmc;?Intel;?Windows10S;1.3;1467.67
?Asus;14;?Intel;?4.2;8;?256;SSD;?Intel;?Windows10;2.25;2649.99
?Asus;15.6;?Intel;?3.3;?16;?512;SSD;?Nvidia;?Windows10;2.59;6149.02
?Asus;15.6;?AMD;3.5;?16;?256;SSD;?AMD;?Windows10Home;1.72;2678.88
?Asus;14;?Intel;?2.4;?4;?32;SSD;?Intel;?ChromeOS;1.18;906.9
?Asus;14;?Intel;?1;?8;?512;SSD;?Nvidia;?DOS;1;2473
?Asus;13.4;?Intel;?3.4;?16;?1000;SSD;?Intel;?Windows10;2.4;5186.33
?Asus;17.3;?Intel;?1.3;?24;?1000;SSD;?Intel;?Windows10;2.3;4426.71
?Asus;15.6;?Intel;?2.8;?4;?64;SSD;?Intel;?Windows10S;2.27;1312.34
?Asus;14;?Intel;?3;?4;512;SSD;?Intel;?Windows10;1.4;2276.34
?Asus;14;?AMD;?3.4;?8;?256;SSD;AMD;?Windows10Home;1.32;3028.47
?Asus;15.6;?Intel;?2.5;?8;?256;SSD;?Nvidia;?Windows10;2.72;3028.47
?Asus;15.6;?Intel;?1;?12;?512;SSD;?Intel;?Windows10Home;1.68;3096.47
?Asus;15.6;?Intel;?1.6;?8;?512;SSD;?Intel;?Windows10Home;1.76;3584.38
?Asus;17.3;?AMD;?2.3;?12;?512;SSD;?AMD;?Windows10;2.3;3769.99
?Asus;15.6;?Intel;?1.38;?16;?1000;SSD;?Nvidia;?Windows10Home;2.57;8135.45
?Asus;13.3;?Intel;?1.38;?16;?1000;SSD;?Intel;?Windows10Pro;1.3;8803
?Asus;14;?Intel;?2.4;?4;128;SSD;?Intel;?Windows10Home;1.5;1656.19
?Asus;15.6;?AMD;?3;?8;?512;SSD;?AMD;?Windows10;1.68;2523.48
?Asus;14;?AMD;?3;?4;?512;SSD;?AMD;?Windows10;3.57;5300.06
?Asus;15.6;?Intel;?2.5;?8;?512;SSD;?Intel;?Windows10Pro;5.94;3642.23
?Asus;13.3;?Intel;?1.1;?8;?512;SSD;?Intel;?Windows10Home;1.3;3249
?Asus;15.6;?Intel;?1.38;?16;?1000;SSD;?Nvidia;?Windows10Pro;2.49;8989.16
?Asus;15;?Intel;?1.6;4;1000;HDD;?Intel;?Windows;2.74;2600
?Asus;15.6;?Intel;?1.2;?8;?256;SSD;?Intel;?Windows10S;1.8;2284.47
?Asus;14;?Intel;2.6;?4;64;Emmc;?Intel;?Windows10S;1.3;1524.72
?Asus;11.6;?Intel;?2.8;?4;?64;Emmc;?Intel;?Windows10;1.05;1145.31
?Asus;13.3;?Intel;3.4;?8;512;SSD;?Intel;?Windows10Home;1.27;5258
?Asus;15.6;?Intel;3.4;?8;?256;SSD;?Intel;?Windows10;1.7;2467.4
?Asus;15.6;?Intel;1.6;?4;?1000;HDD;?Intel;?Linux;2.52;1850
?Asus;15.6;?Intel;3.6;?12;?512;?SSD;?Intel;?Windows10;1.7;3189.23
?Asus;15.6;?AMD;?2.1;?20;?512;?SSD;?Intel;?Windows10;2.3;3417.03
?Asus;17.3;?Intel;?1.3;?16;?1000;?SSD;?Intel;?Windows10;2.3;4347.41
?Asus;17.3;?AMD;?2.6;?12;?512;?SSD;?AMD;?Windows10Home;3.1;3150.5
?Asus;15.6;?AMD;?4;?8;?1000;?SSD;?AMD;?Windows10Home;1;4422
?Asus;15.6;?Intel;?2.6;?16;?1000;?SSD;?Nvidia;?Windows10Home;2.3;10199.99
?Asus;13.3;?Intel;?2.4;?8;512;?SSD;?Intel;?Windows10;2.39;4066.98
?Asus;15.6;?AMD;?2.9;?8;?512;?SSD;?Nvidia;?Windows10;3.72;5266.77
?Asus;11.6;?Intel;2.6;?4;?32;Emmc;?Intel;?ChromeOS;1.18;1286.76
?Asus;14;?Intel;4.1;?8;?128;SSD;?Intel;?ChromeOS;1.17;3441.71
?Asus;14;?Intel;?1.1;?4;?128;Emmc;?Intel;?Windows10;2.11;1518.38
?Asus;15;?Intel;4.7;?8;512;SSD;?Intel;?Windows10Home;1.8;4313
?Asus;15.6;?Intel;?2.6;?32;?100;SSD;?Nvidia;?Windows10Pro;2.3;7869.35
?Asus;15.6;?Intel;?2.8;?4;?128;Emmc;?Intel;?Windows10S;1.88;1595.05
?Asus;15.6;?Intel;1.6;?4;?500;HDD;?Intel;?Endless;2.48;1745
Asus;15.6;?AMD;4.4;?16;?1000;SSD;?AMD;?Windows10Home;2.57;11472.73
?Asus;11.5;?Intel;?1.1;?4;32;Emmc;?Intel;?ChromeOS;1;2499
?Asus;15.6;?Intel;?4.2;?8;?512;SSD;?Intel;?Windows10Home;1.8;3935.3
?Asus;15.6;?Intel;1.6;?4;?1000;HDD;?Intel;?Endless;2.77;1799
?Asus;15.6;?Intel;?2.8;?4;?128;SSD;?Intel;?Windows10S;2.68;1405.81
?Asus;15.6;?Intel;3.4;?12;?256;SSD;?Intel;?Windows10;1.8;2564.85
?Asus;14;?Intel;?2.8;?4;?128;SSD;?Intel;?Windows10S;1.3;1819.54
?Asus;15.6;?AMD;1.38;?16;?1000;SSD;?Nvidia;?Windows10;2.72;10856.11
?Asus;14;?Intel;?1.2;?4;?265;SSD;?Intel;?DOS;1;2115
?Asus;14;?Intel;?2.48;?4;?64;Emmc;?Intel;?Windows10;1.32;1424.42
?Asus;15.6;?Intel;2.6;?16;1000;SSD;?Nvidia;?Windows10Pro;2.49;17099.1
?Asus;15.6;?Intel;?2.6;?8;?256;SSD;?Nvidia;?Windows10;3.33;3412.57
?Asus;15.6;?Intel;?2.8;?4;?64;?Emmc;?Intel;?Windows10S;1.63;1495.69
?Asus;15.6;?Intel;3.9;?24;1000;SSD;?Nvidia;?Windows10Home;2.1;7420.97
?Asus;14;?Intel;?3.1;?4;128;Emmc;?Intel;?Windows10;1.5;1826.52
?Asus;14;?Intel;2.4;?4;?64;Emmc;?Intel;?ChromeOS;1.41;1373.78
?Asus;15.6;?AMD;2.3;?8;?512;SSD;?AMD;?Windows10Home;1.8;3555.36
?Asus;14;?Intel;?1.1;?4;?32;SSD;?Intel;?ChromeOS;1.47;1164.63
?Asus;14;?Intel;?2.4;?4;?64;Emmc;?Intel;?ChromeOS;1.22;1049.89
?Asus;14;?Intel;?2.1;?4;?128;SSD;?Intel;?Windows10S;1.5;2376.33
?Asus;14;?Intel;?2.8;?4;?128;Emmc;?Intel;?Windows10;2.31;1935.33
?Asus;14;?Intel;2.7;?4;?64;Emmc;?Intel;?Windows10S;1.3;1751.43
?Asus;15.6;?AMD;?2.1;?8;256;SSD;?AMD;?Windows10Pro;1.68;3017.74
?Asus;14;?AMD;3.4;?8;512;SSD;?Nvidia;?Windows10Home;0.99;8999
?Asus;17.3;?Intel;?2.3;?16;1000;SSD;?Intel;?Windows10;7.3;15788.49
?Asus;14;?AMD;?3;?16;?1000;SSD;?Nvidia;?Windows10Home;1.65;9999
?Lenovo;15.6;?AMD;?4;?16;?1000;?HybridDrive;?Nvidia;?Windows10Home;4.52;4565.79
Lenovo;15.6;Intel;?1.2;8;256;SSD;Nvidia;Windows10;3.15;3467.93
?Lenovo;15.6;?Intel;?1;?8;?256;?SSD;?Intel;?Windows10Home;2.13;2742.54
Lenovo;14;?Intel;?1.2;?4;?1000;HDD;?Intel;?Windows10Home;2.77;1819
?Lenovo;13;?Intel;?1.6;16;1000;?Emmc;Allwinner;?Windows10;1.68;5346.47
SHOXLAB;15.6;?Intel;?1.6;?12;?256;?SSD;?Intel;?Windows10;1.85;3089.42
Lenovo;14;?AMD;?1.6;?4;?1000;HybridDrive;Nvidia;DOS;2.46;2599
?Lenovo;14;?Intel;?1.6;?8;?256;?SSD;?Intel;?Windows10Home;1.41;3045.16
?Microsoft;12;?Intel;?3.6;?8;?128;?SSD;?Intel;?Windows10S;1.97;2799
?Lenovo;14;?AMD;?1.1;?16;?256;?SSD ;?AMD;?Windows10;1.65;3330.61
Lenovo;14;?Intel;?4.2;?8;?512;?SSD;Intel;?Windows10Home;1.36;3787.96
?Lenovo;15.6;?Intel;?1;?4;?1000;?HDD;?Intel;?DOS;1;2300
?Lenovo;14;?Intel;?3.6;?4;?1000;?HDD;?Intel;?Windows10Home;2.18;2257.57
?HP;14;?AMD;?2.3;?16;?128;?SSD;?AMD;?Windows10Home;1.5;2342.07
?Lenovo;15.6;?Intel;?1.1;?4;?1000;?HDD;?Intel;?DOS;2.7;1300
?Lenovo;14;?Intel;?4.2;?4;1000;HDD;nan;?Windows10;2.45;2548
Basrdis;14;?Intel;?2.3;?8;?512;??SSD;?Intel;?Windows10Home;1.5;2645.9
?Oemgenuine;15.6;?Intel;?2.4;?16;?500;?SSD;?Intel;?Windows10Pro;1.7;5381.02
?Lenovo;15.6;?AMD;?2;?16;?1000;?SSD;?Intel;?Windows10Pro;1.7;5328.39
?LenovoLaptop;15.6;?Intel;?2.8;?8;?512;?SSD;?Intel;DOS;1.7;5000
?Lenovo;15.6;?Intel;?1.6;?32;?1000;?SSD;?Intel;?Windows10Pro;1.95;5809.71
?Lenovo;14;?Intel;?2.4;?32;?1000;?SSD;?Intel;?Windows10Pro;1.95;5909.71
?Lenovo;15.6;?Intel;?1.6;?16;?512;?SSD;?Intel;?Windows10Pro;1.68;4981.1
?Lenovo;14;?Intel;?2.8;8;?512;?SSD;?Intel;?Windows10Pro;1.68;4881.1
?Oemgenuine;15.6;?Intel;?2.4;?8;?256;?SSD;?Intel;?Windows10Pro;1.7;4939.35
?Oemgenuine;14;?Intel;?2.4;?16;?256;?SSD;?Intel;?Windows10Pro;1.7;4959.35
?Lenovo;13;?Intel;?1.8;?16;?512;?SSD;?Intel;?Windows10Pro;9.03;6211.22
?Lenovo;13;?Intel;?1.8;?32;?512;?SSD;?Intel;?Windows10Pro;9.03;6311.22
?Lenovo;15.6;?AMD;?2;?16;?256;?SSD;?AMD;?Windows10Pro;1.81;4942.91
?Lenovo;13;?AMD;?1.8;?16;?256;?SSD;?AMD;?Windows10Pro;1.7;4842.91
?Oemgenuine;14;?Intel;?2.4;?8;?256;?SSD;?Intel;?Windows10Pro;1.7;4879.35
?Lenovo;14;?Intel;?1.8;?16;?512;?SSD;?Intel;?Windows10Pro;1.7;6222.22
?Lenovo;15.6;?Intel;?1.8;?16;?512;?SSD;?Intel;?Windows10Pro;9.03;6411.22
?Lenovo;15.6;?AMD;?2;?16;?256;?SSD;?AMD;?Windows10Pro;1.81;4442.91
?Lenovo;13.5;?Intel;?2.1;?16;?1000;?SSD;?Intel;?Windows10;2.18;8669.54
?Lenovo;14;?Intel;?1.8;?16;?1000;?SSD;?Intel;?Windows10;2.18;8769.54
?Lenovo;15.6;?AMD;?1.8;?16;?256;?SSD;?Intel;?Windows10;2.18;8869.54
Lenovo;13.5;?Intel;?1.8;?16;?512;?SSD;?Intel;?Windows10Pro;1.7;5381.02
Lenovo;14;?Intel;?2;?16;?512;?SSD;?Intel;?Windows10Pro;1.7;5481.02
Lenovo;15.6;?Intel;?2;?16;?256;?SSD;?Intel;?Windows10Pro;1.7;5281.02
Oemgenuine;14;?Intel;?2.1;?16;?256;?SSD;?Intel;?Windows10Pro;1.77;3451.43
Oemgenuine;15.6;?Intel;?2.1;?16;?256;?SSD;?Intel;?Windows10Pro;2.18;3550.43
?Lenovo;15.6;?Intel;?2.1;?16;?512;?SSD;?Intel;?Windows10Pro;9.06;6111.22
?Lenovo;13;?Intel;?1.8;16;256;?SSD;?Intel;?Windows10Pro;9.03;6500.22
?Lenovo;14;?AMD;?2;?16;1000;?SSD;?AMD;?Windows10Pro;2.18;4990.91
?Lenovo;13;?AMD;?1.8;?16;?256;?SSD;?AMD;?Windows10Pro;2.18;4842.91
Oemgenuine;15.6;?Intel;?2.6;?16;?500;?SSD;?Intel;?Windows10Pro;2.74;8893.66
Oemgenuine;14;?Intel;?2.1;?16;?500;?SSD;?Intel;?Windows10Pro;2.74;8893.66
Oemgenuine;15.6;?Intel;?1.8;?16;?500;?SSD;?Intel;?Windows10Pro;2.74;8793.66
Oemgenuine;15.6;?Intel;?2.6;?16;256;?SSD;?Intel;?Windows10Pro;2.74;8693.66
Lenovo;14;?Intel;?2.8;?16;?1000;?SSD;?Intel;?Windows10Pro;1.13;11255.63
Lenovo;15.6;?Intel;?2.8;?16;?1000;?SSD;?Intel;?Windows10Pro;1.13;12255.63
Lenovo;14;?Intel;?2.8;?16;?1000;?SSD;?Intel;?Windows10Pro;1.13;11155.63
Lenovo;14;?Intel;?8;?16;?1000;?Flashmemory;?Intel;?Windows10Pro;1.36;11038
Lenovo;14;?Intel;?8;?16;?1000;?SSD;?Intel;?Windows10Pro;1.36;11038
Lenovo;15.6;?Intel;?8;?16;?1000;?SSD;?Intel;?Windows10Pro;1.36;12038
Oemgenuine;14;?Intel;?1.6;?16;?500;?SSD;?Intel;?Windows10Pro;1.73;5252.7
Oemgenuine;13;?Intel;?1.6;?16;?500;?SSD;?Intel;?Windows10Pro;1.73;5152.7
Oemgenuine;14;?Intel;?1.8;?16;?500;?SSD;?Intel;?Windows10Pro;1.73;5260.7
?Oemgenuine;15.6;?Intel;?1.8;?32;?1000;?SSD;?Intel;?Windows10Pro;1.9;6732.11
?Oemgenuine;14;?Intel;?1.8;?32;?1000;?SSD;?Intel;?Windows10Pro;1.9;6740.11
?Oemgenuine;15.6;?Intel;?1.8;?32;?1000;?SSD;?Intel;?Windows10Pro;1.9;6750.11
?Oemgenuine;15.6;?Intel;?1.8;?32;?1000;?SSD;?Intel;?Windows10Pro;1.7;6760.11
?Oemgenuine;14;?Intel;?2.1;?16;?1000;?SSD;?Intel;?Windows10Pro;1.77;3722.88
?Oemgenuine;15.6;?Intel;?1.8;?16;?1000;?SSD;?Intel;?Windows10Pro;1.9;3750.88
?Oemgenuine;13;?Intel;?1.8;?16;?1000;?SSD;?Intel;?Windows10Pro;1.77;3760.88
Lenovo;14;?Intel;?1.6;?8;nan;?SSD;?Intel;?Windows10Pro;3.97;5353.01
Lenovo;14;?Intel;?1.6;?8;?500;?SSD;?Intel;?Windows10Pro;3.97;5453.01
Lenovo;14;?Intel;?1.6;?8;?500;?SSD;?Intel;?Windows10Pro;3.97;5480.01
Lenovo;15.6;?AMD;?2;?16;?1000;?SSD;?AMD;?Windows10Pro;1.81;5217.14
Lenovo;14;?AMD;?2;?16;?1000;?SSD;?AMD;?Windows10Pro;1.81;5200.14
Lenovo;13;?AMD;?2;?16;?1000;?SSD;?AMD;?Windows10Pro;1.81;5118.14
Lenovo;15.6;?AMD;?1.8;?16;?1000;?SSD;?AMD;?Windows10Pro;1.81;5230.14
Lenovo;14;?AMD;?1.6;?16;?1000;?SSD;?AMD;?Windows10Pro;1.81;5280.14
?Oemgenuine;15.6;?Intel;?2.6;?64;?1000;?SSD;?Nvidia;?Windows10Home;1.7;18092.2
?Oemgenuine;14;?Intel;?2.6;?64;?1000;?SSD;?Nvidia;?Windows10Home;1.7;18000.2
?Oemgenuine;13;?Intel;?2.6;?64;?1000;?SSD;?Nvidia;?Windows10Home;1.7;18080.2
?Oemgenuine;15.6;?Intel;?2.6;?64;?1000;?SSD;?Nvidia;?Windows10Home;1.7;18010.2
?Lenovo;13.3;?Intel;?2.6;?8;?256;?SSD;?Intel;?Windows10;1.43;4357.76
?Lenovo;14;?Intel;?1.6;?64;?256;?SSD;?Intel;?Windows10;1.43;4377.76
?Lenovo;14;?Intel;?2.6;?8;?256;?SSD;?Intel;?Windows10;1.43;4376.76
?Lenovo;15.6;?Intel;?4.9;?16;1000;?SSD;?Intel;?Windows10Pro;1.27;7478.28
?Lenovo;15.6;?Intel;?4.9;?16;?256;?SSD;?Intel;?Windows10Pro;1.27;7470.28
?Lenovo;14;?Intel;?4.9;?16;1000;?SSD;?Intel;?Windows10Pro;1.27;7480.28
?Lenovo;13;?Intel;?4.9;?16;?256;?SSD;?Intel;?Windows10Pro;1.27;7465.28
?Lenovo;13;?Intel;?4.2;?32;?1000;?SSD;?Intel;?Windows10Pro;1.68;5681.81
?Oemgenuine;15.6;?Intel;1.6;?64;?1000;?SSD;?Nvidia;?Windows10Home;1.7;18100.2
?Oemgenuine;14;?Intel;?4.9;?64;?1000;?SSD;?Nvidia;?Windows10Home;1.7;18150.2
?Oemgenuine;13;?Intel;?2.6;?64;?1000;?SSD;?Nvidia;?Windows10Home;1.7;18400.2
?Oemgenuine;15.6;?Intel;?2.6;?64;?1000;?SSD;?Nvidia;?Windows10Home;1.7;18010.2
?Lenovo;13.3;?Intel;?2.6;?8;?256;?SSD;?Intel;?Windows10;1.43;4327.76
?Lenovo;14;?Intel;?1.6;?64;?256;?SSD;?Intel;?Windows10;1.43;4317.76
?Lenovo;14;?Intel;?2.6;?8;?256;?SSD;?Intel;?Windows10;1.43;4336.76
?Lenovo;15.6;?Intel;?4.2;?32;?1000;?SSD;?Intel;?Windows10Pro;1.68;5681.81
?Lenovo;14;?Intel;?4.2;?32;?1000;?SSD;?Intel;?Windows10Pro;1.68;5690.81
?Lenovo;15.6;?Intel;?4.2;?8;?256;?SSD;?Intel;?Windows10Pro;1.68;5686.76
?Lenovo;14;?Intel;?1.6;?8;?256;?Flashmemory;?Intel;?Windows10;1.7;3410.52
?Lenovo;13;?Intel;?1.6;?8;?256;?Flashmemory;?Intel;?Windows10;1.7;3420.52
?Lenovo;15.6;?Intel;?2.6;?8;?256;?Flashmemory;?Intel;?Windows10;1.7;3425.52
?Lenovo;13;?Intel;?4.2;?8;?256;SSD;?Intel;?Windows10Home;1.41;3145.16
?Lenovo;15.6;?Intel;?1.6;?8;1000;SSD;?Intel;?Windows10Home;1.41;3245.16
?Lenovo;14;?Intel;?1.3;?12;?512;SSD;?Intel;?Windows10Home;1.4;5334.16
?Lenovo;15.6;?Intel;?1.3;?12;?512;SSD;?Intel;?Windows10Home;1.4;5340.16
?Lenovo;14;?Intel;?1.3;?12;?512;SSD;?Intel;?Windows10Home;1.4;5434.16
?Lenovo;13.3;?AMD;?2.1;?16;?500;SSD;AMD;?Windows10Home;1.31;4066.37
?Lenovo;14;?AMD;?2.1;?16;?500;SSD;AMD;?Windows10Home;1.31;4166.37
?Lenovo;15.6;?AMD;?2.1;?16;?500;SSD;AMD;?Windows10Home;1.31;4077.37
?Lenovo;13.5;?Intel;?4.2;?8;?512;SSD;?Intel;?Windows10Home;1.36;3790.96
?Lenovo;15.6;?Intel;?4.2;?8;?512;SSD;?Intel;?Windows10Home;1.36;3800.96
?Lenovo;15.6;?Intel;?4.2;?8;?512;?SSD;?Intel;?Windows10Home;1.36;3780.96
?Lenovo;13;?Intel;?4.2;?8;?512;?SSD;?Intel;?Windows10Home;1.36;3797.96
?Lenovo;13;?Intel;?4.2;?8;?512;?SSD;?Intel;?Windows10Home;1.36;3117.96
?Lenovo;13.3;?AMD;?2.1;?16;?500;SSD;AMD;?Windows10Home;1.31;4060.37
?Lenovo;14;?AMD;?2.1;?16;?500;SSD;AMD;?Windows10Home;1.31;4136.37
?Lenovo;15.6;?AMD;?2.1;?16;?500;SSD;AMD;?Windows10Home;1.31;4087.37
?Lenovo;13.5;?Intel;nan;?16;?1000;SSD;?Intel;?Windows10;2.18;8169.54
?Lenovo;14;?Intel;?4.2;?8;?512;SSD;?Intel;?Windows10Home;1.36;3797.66
?Lenovo;13.5;?Intel;?4.2;?8;?512;SSD;?Intel;?Windows10Home;1.36;3791.16
?Lenovo;15.6;?Intel;?4.2;?8;?512;SSD;?Intel;?Windows10Home;1.36;3810.96
?Lenovo;14;?Intel;?4.2;?8;?512;?SSD;?Intel;?Windows10Home;1.36;3687.26
?Lenovo;15.6;?Intel;?4.2;?8;?512;?SSD;?Intel;?Windows10Home;1.36;3480.92
?Lenovo;13;?Intel;?4.2;?8;?512;?SSD;?Intel;?Windows10Home;1.36;3717.16
?Lenovo;13.5;?Intel;nan;?16;?1000;SSD;?Intel;?Windows10;2.18;8169.44
?Lenovo;14;?Intel;?4.2;?8;?512;SSD;?Intel;?Windows10Home;1.36;3777.66
?Lenovo;13.5;?Intel;?4.2;?8;?512;SSD;?Intel;?Windows10Home;1.36;3799.16
?Lenovo;15.6;?Intel;?4.2;?8;?512;SSD;?Intel;?Windows10Home;1.36;3830.96
?Lenovo;14;?Intel;?4.2;?8;?512;?SSD;?Intel;?Windows10Home;1.36;3627.26
?Lenovo;14;?AMD;?4.2;?16;?256;?SSD ;?AMD;?Windows10;1.65;3330.61
?Lenovo;13;?AMD;?4.2;?16;?256;?SSD ;?AMD;?Windows10;1.65;3320.61
?Lenovo;13.5;?AMD;?1.6;?16;?256;?SSD ;?AMD;?Windows10;1.65;3333.61
?Lenovo;15.6;?AMD;?1.3;?16;?256;?SSD ;?AMD;?Windows10;1.65;3340.61
?Lenovo;15.6;?Intel;?1.3;?12;?1024;SSD;?AMD;?Windows10Home;2;6344.34
?Lenovo;14;?Intel;?1.3;?12;?1024;SSD;?AMD;?Windows10Home;2;6355.34
?Lenovo;13.5;?Intel;?1.3;?12;?1024;SSD;?AMD;?Windows10Home;2;6354.34
?Lenovo;14;?Intel;?1.8;?16;?256;SSD;?ATA;?Windows10Pro;2.15;8024.31
?Lenovo;13.5;?Intel;?1.8;?16;?256;SSD;?ATA;?Windows10Pro;2.15;8060.31
?Lenovo;15.6;?Intel;?1.8;?16;?256;SSD;?ATA;?Windows10Pro;2.15;8050.31
?Dell;?15.6;?Intel;?1.8;?4;?1000;?SATA;?ATA;?Windows10Home;1;1879
?Dell;14;?Intel;?1.8;?8;?128;?SSD;?Intel;?Windows10Home;1.55;2912.38
?HP;15.6;?Intel;?4.2;?16;?1000;?SSHD;?Nvidia;?Windows10Home;2.95;4599
?HP;13.5;?Intel;?4.2;?16;?1000;?SSHD;?Nvidia;?Windows10Home;2.95;4599
?HP;14;?Intel;?4.2;?16;?1000;?SSHD;?Nvidia;?Windows10Home;2.95;4599
?HP;15.6;?Intel;?4.2;?16;?1000;?SSHD;?Nvidia;?Windows10Home;2.95;4599
?HP;15.6;?Intel;?4.2;?12;?1000;?SSHD;?Nvidia;?Windows10Home;2.95;4599
?HP;14;?Intel;?4.2;?8;?128;?SSD;Intel;Windows10;2.31;2238.15
?HP;13;?Intel;?4.2;?8;?128;?SSD;Intel;Windows10;2.31;2238.15
?HP;13.5;?Intel;?4.2;?8;?128;?SSD;Intel;Windows10;2.31;2238.15
?HP;13.5;?Intel;?4.2;?8;?128;?SSD;Intel;Windows10;2.31;2238.25
?HP;15.6;?Intel;?4.2;?16;?1000;?SSHD;?Nvidia;?Windows10Home;2.95;4510
?HP;13.5;?Intel;?4.2;?16;?1000;?SSHD;?Nvidia;?Windows10Home;2.95;4589
?HP;14;?Intel;?4.2;?16;?1000;?SSHD;?Nvidia;?Windows10Home;2.95;4539
?HP;15.6;?Intel;?4.2;?16;?1000;?SSHD;?Nvidia;?Windows10Home;2.95;4549
?HP;15.6;?Intel;?4.2;?12;?1000;?SSHD;?Nvidia;?Windows10Home;2.95;4399
?HP;14;?Intel;?4.2;?8;?128;?SSD;Intel;Windows10;2.31;2231.65
?HP;13;?Intel;?4.2;?8;?128;?SSD;Intel;Windows10;2.31;2260.15
?HP;13.5;?Intel;?4.2;?8;?128;?SSD;Intel;Windows10;2.31;2290.15
?HP;15.6;?Intel;?4;?8;?1000;?SSHD;Nvidia;?Windows10Home;2.98;2238.15
?HP;13;?Intel;?4;?8;?1000;?SSHD;Nvidia;?Windows10Home;2.98;2238.15
?HP;13.5;?Intel;?4;?8;?1000;?SSHD;Nvidia;?Windows10Home;2.98;2238.15
?HP;14;?Intel;?4;?8;?1000;?SSHD;Nvidia;?Windows10Home;2.98;2238.15
?HP;14;?Intel;?4;?8;?1000;?SSHD;Nvidia;?Windows10Home;2.98;2298.15
?HP;15.6;?Intel;?4;?8;?1000;?SSHD;Nvidia;?Windows10Home;2.98;2240.15
?HP;13;?Intel;?4;?8;?1000;?SSHD;Nvidia;?Windows10Home;2.98;2245.15
?HP;13.5;?Intel;?4;?8;?1000;?SSHD;Nvidia;?Windows10Home;2.98;2250.15
?HP;14;?Intel;?4;?8;?1000;?SSHD;Nvidia;?Windows10Home;2.98;2255.15
?HP;13;?Intel;?1;?8;?256;SSD;Nvidia;?Windows10;1.61;3030.57
